month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,cond,sch_dep,sch_arr,TAXI_OUT
11,21,3,4,55,-6,230,2586,490,484,720,38,25,60,W,16,0,30.09,Partly Cloudy,47,19,19
11,21,3,3,55,-3,219,2586,540,537,759,41,25,53,WSW,16,0,30.09,Mostly Cloudy,47,19,15
11,21,3,4,55,12,231,2586,570,582,801,41,25,53,WSW,16,0,30.09,Mostly Cloudy,45,25,24
11,21,3,3,55,148,210,2586,685,833,895,46,28,50,W,21,28,29.99,Mostly Cloudy / Windy,23,47,24
11,21,3,4,55,63,209,2586,710,773,919,45,27,49,W,21,33,30,Mostly Cloudy / Windy,21,29,12
11,21,3,4,55,157,222,2586,950,1107,1172,42,27,55,W,21,35,30.04,Mostly Cloudy / Windy,37,38,30
11,21,3,3,55,188,227,2586,960,1148,1187,42,27,55,WNW,20,26,30.07,Mostly Cloudy,46,28,22
11,21,3,4,55,107,243,2586,1165,1272,1408,37,29,73,NW,17,0,30.11,Mostly Cloudy,33,30,25
11,21,3,3,55,77,231,2586,1200,1277,1431,37,29,73,NW,17,0,30.11,Mostly Cloudy,33,30,33
11,21,3,3,55,-8,215,2586,1309,1301,84,37,29,73,NW,17,0,30.11,Mostly Cloudy,33,30,25
11,22,4,3,55,-10,211,2586,425,415,636,20,5,52,NW,15,0,30.4,Fair,17,19,29
11,22,4,4,55,0,226,2586,490,490,716,21,2,44,NNW,15,0,30.44,Fair,39,16,25
11,22,4,3,55,-4,219,2586,540,536,759,22,2,42,NW,20,0,30.46,Fair,39,16,24
11,22,4,3,55,-3,210,2586,685,682,895,25,0,34,NW,21,28,30.45,Fair / Windy,26,15,15
11,22,4,4,55,-3,206,2586,710,707,916,25,0,34,NW,21,28,30.45,Fair / Windy,26,15,29
11,22,4,4,55,-1,218,2586,950,949,1168,28,0,30,NW,29,35,30.41,Fair / Windy,22,29,13
11,22,4,3,55,-4,227,2586,960,956,1187,27,0,31,NW,23,29,30.43,Fair / Windy,22,29,14
11,22,4,4,55,-3,236,2586,1110,1107,1346,25,-3,30,NW,18,0,30.5,Fair,31,32,20
11,22,4,3,55,-16,231,2586,1200,1184,1431,23,-2,34,NNW,14,23,30.53,Fair,31,18,22
11,22,4,3,55,-5,215,2586,1309,1304,84,21,-2,36,NNW,16,0,30.56,Fair,22,16,22
11,23,5,3,55,-7,211,2586,425,418,636,15,3,59,NNW,7,0,30.62,Fair,17,16,19
11,23,5,4,55,-5,226,2586,490,485,716,18,3,52,N,8,0,30.63,Fair,39,13,19
11,23,5,3,55,-10,219,2586,540,530,759,18,3,52,N,8,0,30.63,Fair,39,13,16
11,23,5,3,55,-12,210,2586,685,673,895,27,2,34,CALM,0,0,30.59,Fair,25,12,13
11,23,5,4,55,-4,206,2586,710,706,916,27,2,34,CALM,0,0,30.59,Fair,25,12,18
11,23,5,4,55,-4,221,2586,959,955,1180,30,17,59,WSW,7,0,30.48,Partly Cloudy,30,26,22
11,23,5,3,55,-4,227,2586,959,955,1186,30,17,59,WSW,7,0,30.48,Partly Cloudy,30,26,21
11,23,5,4,55,-6,236,2586,1110,1104,1346,29,15,56,WSW,7,0,30.46,Fair,35,29,25
11,23,5,3,55,-10,231,2586,1200,1190,1431,30,15,54,WSW,8,0,30.46,Partly Cloudy,40,23,20
11,23,5,3,55,-1,215,2586,1309,1308,84,31,12,46,WSW,8,0,30.44,Mostly Cloudy,25,18,12
11,24,6,4,55,-2,231,2586,420,418,651,31,24,76,NNE,5,0,30.23,Mostly Cloudy,19,24,16
11,24,6,3,55,-6,219,2586,540,534,759,35,28,76,NE,3,0,30.21,Mostly Cloudy,51,17,61
11,24,6,4,55,-1,231,2586,570,569,801,38,28,68,NE,5,0,30.19,Mostly Cloudy,45,27,21
11,24,6,3,55,-5,210,2586,685,680,895,42,33,70,ENE,8,0,30.12,Cloudy,34,14,20
11,24,6,4,55,-4,209,2586,710,706,919,42,33,70,ENE,8,0,30.12,Cloudy,34,14,19
11,24,6,4,55,16,222,2586,950,966,1172,48,43,83,NE,9,0,29.96,Cloudy,34,34,18
11,24,6,3,55,19,227,2586,960,979,1187,48,43,83,NE,9,0,29.96,Cloudy,34,34,15
11,24,6,4,55,6,213,2586,1019,1025,1232,46,43,87,NNE,10,0,29.92,Cloudy,33,35,27
11,24,6,4,55,-3,239,2586,1110,1107,1349,48,45,89,ENE,14,0,29.89,Light Rain,41,41,26
11,24,6,3,55,17,231,2586,1200,1217,1431,47,46,97,ENE,14,0,29.82,Light Rain,30,45,45
11,24,6,4,55,-1,234,2586,1255,1254,49,48,48,10,ENE,13,0,29.77,Light Rain,30,45,25
11,25,7,4,55,1,231,2586,420,421,651,47,44,90,NNW,14,0,29.76,Mostly Cloudy,41,30,17
11,25,7,3,55,-1,211,2586,425,424,636,47,44,90,NNW,14,0,29.76,Mostly Cloudy,41,30,28
11,25,7,4,55,7,230,2586,490,497,720,47,44,90,NNW,15,0,29.78,Mostly Cloudy,53,19,22
11,25,7,3,55,-2,219,2586,540,538,759,49,44,83,NNW,17,0,29.81,Mostly Cloudy,53,19,13
11,25,7,4,55,-2,231,2586,570,568,801,49,44,83,NNW,17,0,29.81,Mostly Cloudy,48,24,37
11,25,7,3,55,-4,210,2586,685,681,895,52,45,77,NNW,14,0,29.82,Mostly Cloudy,36,15,20
11,25,7,4,55,-4,209,2586,710,706,919,52,45,77,NNW,14,0,29.82,Mostly Cloudy,36,15,30
11,25,7,4,55,-2,222,2586,950,948,1172,54,42,64,NW,10,0,29.87,Mostly Cloudy,40,34,32
11,25,7,3,55,-1,227,2586,959,958,1186,54,39,57,NW,13,0,29.89,Mostly Cloudy,40,34,23
11,25,7,4,55,1,213,2586,1045,1046,1258,52,38,59,N,6,0,29.91,Mostly Cloudy,35,35,22
11,25,7,4,55,-2,239,2586,1110,1108,1349,51,40,66,NE,5,0,29.92,Mostly Cloudy,39,41,23
11,25,7,3,55,-1,231,2586,1200,1199,1431,51,40,66,CALM,0,0,29.94,Mostly Cloudy,48,31,51
11,25,7,4,55,44,234,2586,1255,1299,49,52,38,59,N,5,0,29.95,Cloudy,37,30,19
11,25,7,3,55,12,215,2586,1309,1321,84,52,39,61,NW,3,0,29.95,Cloudy,34,34,19
11,26,1,4,55,-3,222,2586,420,417,642,46,41,83,E,8,0,29.88,Cloudy,19,25,33
11,26,1,3,55,19,211,2586,425,444,636,46,41,83,E,8,0,29.88,Cloudy,41,29,45
11,26,1,4,55,-6,230,2586,490,484,720,48,46,93,ESE,7,0,29.9,Cloudy,50,20,26
11,26,1,3,55,-6,219,2586,540,534,759,50,46,86,ESE,6,0,29.89,Cloudy,50,20,24
11,26,1,4,55,-3,231,2586,570,567,801,50,46,86,ESE,6,0,29.89,Cloudy,46,28,24
11,26,1,3,55,12,210,2586,685,697,895,52,46,80,ESE,16,0,29.79,Cloudy,36,14,26
11,26,1,4,55,-3,209,2586,710,707,919,52,46,80,ESE,16,0,29.79,Cloudy,36,14,25
11,26,1,4,55,2,222,2586,950,952,1172,50,50,10,E,18,0,29.58,Rain,40,34,30
11,26,1,3,55,10,227,2586,959,969,1186,50,50,10,E,20,32,29.54,Rain,36,36,23
11,26,1,4,55,29,213,2586,1035,1064,1248,49,49,10,ENE,20,26,29.5,Heavy Rain,35,34,18
11,26,1,4,55,207,239,2586,1110,1317,1349,49,49,10,NE,15,0,29.35,Light Rain,31,31,30
11,26,1,3,55,1,231,2586,1200,1201,1431,50,50,10,ENE,25,33,29.43,Light Rain / Windy,28,48,29
11,26,1,4,55,143,234,2586,1255,1398,49,49,49,10,NNE,8,0,29.33,Cloudy,19,23,30
11,26,1,3,55,164,215,2586,1309,33,84,49,49,10,N,6,0,29.32,Cloudy,12,14,17
11,27,2,4,55,-4,239,2586,420,416,659,41,36,82,W,18,0,29.43,Mostly Cloudy,17,21,26
11,27,2,3,55,-8,211,2586,425,417,636,41,36,82,W,18,0,29.43,Mostly Cloudy,17,21,14
11,27,2,4,55,-3,244,2586,495,492,739,41,34,76,W,21,29,29.44,Mostly Cloudy / Windy,47,19,36
11,27,2,3,55,-3,219,2586,540,537,759,42,33,70,W,16,28,29.44,Mostly Cloudy,47,19,20
11,27,2,4,55,-1,243,2586,565,564,808,42,33,70,W,16,28,29.44,Mostly Cloudy,46,25,19
11,27,2,4,55,-2,234,2586,680,678,914,44,32,63,W,21,31,29.45,Mostly Cloudy / Windy,30,15,17
11,27,2,3,55,4,210,2586,685,689,895,44,32,63,W,21,31,29.45,Mostly Cloudy / Windy,30,15,16
11,27,2,4,55,158,244,2586,940,1098,1184,42,28,58,W,18,23,29.47,Cloudy,37,38,24
11,27,2,3,55,76,227,2586,960,1036,1187,42,28,58,W,20,29,29.47,Mostly Cloudy,32,31,18
11,27,2,4,55,29,231,2586,1025,1054,1256,42,28,58,W,20,29,29.47,Mostly Cloudy,32,31,22
11,27,2,4,55,39,244,2586,1170,1209,1414,41,28,60,W,20,0,29.47,Cloudy,28,41,24
11,27,2,3,55,48,231,2586,1200,1248,1431,40,29,65,W,22,26,29.48,Cloudy / Windy,28,41,34
11,27,2,3,55,-2,215,2586,1309,1307,84,40,29,65,W,22,26,29.48,Cloudy / Windy,30,27,24
11,28,3,4,55,-8,239,2586,420,412,659,37,25,62,WNW,23,32,29.46,Mostly Cloudy / Windy,19,23,18
11,28,3,3,55,-1,211,2586,425,424,636,37,25,62,WNW,23,32,29.46,Mostly Cloudy / Windy,38,25,17
11,28,3,4,55,-6,244,2586,495,489,739,36,26,67,W,16,25,29.47,Mostly Cloudy,47,19,48
11,28,3,3,55,3,219,2586,540,543,759,38,25,60,WNW,22,32,29.48,Mostly Cloudy / Windy,42,24,32
11,28,3,4,55,0,243,2586,565,565,808,38,25,60,WNW,22,32,29.48,Mostly Cloudy / Windy,42,24,33
11,28,3,4,55,69,234,2586,680,749,914,41,27,57,WNW,22,30,29.49,Mostly Cloudy / Windy,21,27,20
11,28,3,3,55,-3,210,2586,685,682,895,39,26,60,W,18,36,29.5,Mostly Cloudy,30,16,42
11,28,3,4,55,79,244,2586,940,1019,1184,41,27,57,WNW,22,28,29.58,Mostly Cloudy / Windy,31,38,17
11,28,3,3,55,106,227,2586,960,1066,1187,41,27,57,WNW,22,28,29.58,Mostly Cloudy / Windy,32,31,28
11,28,3,4,55,43,231,2586,1025,1068,1256,41,27,57,WNW,22,28,29.58,Mostly Cloudy / Windy,32,31,30
11,28,3,4,55,29,244,2586,1170,1199,1414,42,27,55,WNW,16,30,29.63,Mostly Cloudy,44,28,37
11,28,3,3,55,-6,231,2586,1200,1194,1431,42,27,55,WNW,16,30,29.63,Mostly Cloudy,44,28,37
11,28,3,3,55,-4,215,2586,1309,1305,84,41,27,57,WNW,21,32,29.66,Mostly Cloudy / Windy,26,28,24
11,29,4,4,55,-7,239,2586,420,413,659,40,28,63,WNW,20,38,29.84,Fair,18,23,12
11,29,4,3,55,-9,211,2586,425,416,636,40,28,63,WNW,20,38,29.84,Fair,18,23,19
11,29,4,4,55,-5,244,2586,495,490,739,41,28,60,WNW,28,33,29.86,Fair / Windy,49,19,34
11,29,4,3,55,-10,219,2586,540,530,759,41,28,60,WNW,28,33,29.86,Fair / Windy,49,19,37
11,29,4,4,55,160,243,2586,565,725,808,45,28,52,NW,24,37,29.87,Partly Cloudy / Windy,20,30,27
11,29,4,4,55,173,234,2586,680,853,914,46,28,50,NW,25,0,29.88,Mostly Cloudy / Windy,30,44,26
11,29,4,3,55,171,210,2586,685,856,895,46,28,50,NW,25,0,29.88,Mostly Cloudy / Windy,30,44,18
11,29,4,4,55,105,244,2586,940,1045,1184,42,27,55,NW,22,0,29.94,Mostly Cloudy / Windy,33,33,17
11,29,4,3,55,79,227,2586,960,1039,1187,42,27,55,NW,22,0,29.94,Mostly Cloudy / Windy,33,33,20
11,29,4,4,55,12,231,2586,1025,1037,1256,42,27,55,NW,22,0,29.94,Mostly Cloudy / Windy,33,33,28
12,1,6,4,55,-6,236,2586,495,489,731,37,35,93,CALM,0,0,30.22,Fair,44,13,28
12,1,6,3,55,-6,219,2586,540,534,759,40,35,83,N,7,0,30.22,Fair,44,13,16
12,1,6,4,55,1,230,2586,680,681,910,44,34,68,N,7,0,30.22,Mostly Cloudy,29,15,20
12,1,6,4,55,-8,239,2586,940,932,1179,44,35,71,S,6,0,30.19,Cloudy,34,35,22
12,1,6,3,55,-6,227,2586,960,954,1187,42,36,79,S,8,0,30.2,Cloudy,34,35,21
12,1,6,4,55,-3,240,2586,1170,1167,1410,42,37,82,E,7,0,30.17,Light Rain,46,29,20
12,1,6,3,55,-5,231,2586,1200,1195,1431,42,37,82,E,7,0,30.17,Light Rain,46,29,45
12,2,7,4,55,-3,239,2586,420,417,659,48,48,10,ENE,12,0,29.85,Rain,20,25,23
12,2,7,3,55,0,211,2586,425,425,636,48,48,10,ENE,12,0,29.85,Rain,36,28,27
12,2,7,4,55,-10,244,2586,495,485,739,49,49,10,NE,8,0,29.81,Light Rain,47,18,32
12,2,7,3,55,-6,219,2586,540,534,759,51,51,10,ENE,6,0,29.79,Light Rain,47,18,26
12,2,7,4,55,-6,243,2586,570,564,813,51,51,10,ENE,6,0,29.79,Light Rain,38,20,34
12,2,7,4,55,81,234,2586,680,761,914,54,54,10,SSW,7,0,29.69,Light Drizzle,17,30,21
12,2,7,3,55,-9,210,2586,685,676,895,54,54,10,S,8,0,29.74,Light Rain,32,17,16
12,2,7,4,55,-3,244,2586,940,937,1184,52,52,10,S,10,0,29.64,Fog,38,35,19
12,2,7,3,55,-4,227,2586,960,956,1187,53,53,10,SSW,7,0,29.63,Fog,38,35,11
12,2,7,4,55,8,231,2586,1050,1058,1281,51,51,10,S,5,0,29.62,Light Rain,33,33,23
12,2,7,4,55,-2,244,2586,1170,1168,1414,53,53,10,SE,5,0,29.61,Cloudy,47,31,29
12,2,7,3,55,184,231,2586,1200,1384,1431,54,54,10,CALM,0,0,29.61,Cloudy,19,22,27
12,2,7,3,55,66,215,2586,1309,1375,84,54,54,10,CALM,0,0,29.61,Cloudy,27,29,31
12,3,1,4,55,-5,239,2586,420,415,659,51,51,10,SW,13,0,29.6,Mostly Cloudy,18,25,19
12,3,1,3,55,-6,211,2586,425,419,636,51,51,10,SW,13,0,29.6,Mostly Cloudy,18,25,27
12,3,1,4,55,-5,244,2586,495,490,739,51,50,96,SW,12,0,29.62,Mostly Cloudy,49,21,19
12,3,1,3,55,-8,219,2586,540,532,759,54,47,77,W,15,22,29.64,Mostly Cloudy,49,21,18
12,3,1,4,55,2,243,2586,565,567,808,54,47,77,W,15,22,29.64,Mostly Cloudy,42,28,18
12,3,1,4,55,-1,234,2586,680,679,914,54,43,66,W,16,26,29.66,Mostly Cloudy,32,16,24
12,3,1,3,55,-1,210,2586,685,684,895,54,43,66,W,16,26,29.66,Mostly Cloudy,32,16,24
12,3,1,4,55,-4,244,2586,940,936,1184,52,34,50,W,20,0,29.64,Mostly Cloudy,37,34,18
12,3,1,3,55,-8,227,2586,960,952,1187,52,35,53,W,21,0,29.67,Mostly Cloudy / Windy,37,34,26
12,3,1,4,55,27,231,2586,1050,1077,1281,49,36,61,W,17,24,29.71,Mostly Cloudy,34,31,25
12,3,1,4,55,-3,244,2586,1170,1167,1414,49,36,61,W,15,24,29.73,Mostly Cloudy,49,30,42
12,3,1,3,55,-5,231,2586,1200,1195,1431,49,36,61,W,15,24,29.73,Mostly Cloudy,49,30,46
12,3,1,3,55,-8,215,2586,1309,1301,84,49,36,61,W,13,0,29.73,Mostly Cloudy,31,27,20
12,4,2,4,55,-2,239,2586,420,418,659,37,24,59,NNW,17,0,29.89,Partly Cloudy,16,21,13
12,4,2,3,55,-6,211,2586,425,419,636,37,24,59,NNW,17,0,29.89,Partly Cloudy,16,21,18
12,4,2,4,55,-12,244,2586,495,483,739,37,23,57,NNW,20,0,29.92,Fair,46,17,24
12,4,2,3,55,-4,219,2586,540,536,759,39,23,53,NNW,21,28,29.94,Partly Cloudy / Windy,46,17,19
12,4,2,4,55,-1,243,2586,565,564,808,39,23,53,NNW,21,28,29.94,Partly Cloudy / Windy,42,25,12
12,4,2,4,55,4,234,2586,680,684,914,40,23,51,NW,21,25,29.95,Partly Cloudy / Windy,29,15,23
12,4,2,3,55,-6,210,2586,685,679,895,40,23,51,NW,21,25,29.95,Partly Cloudy / Windy,29,15,17
12,4,2,4,55,-7,244,2586,940,933,1184,41,18,40,NW,20,26,29.95,Fair,36,33,23
12,4,2,3,55,-2,227,2586,960,958,1187,39,17,41,WNW,15,0,29.96,Fair,36,33,45
12,4,2,4,55,-8,231,2586,1030,1022,1261,38,16,41,NW,13,0,29.98,Fair,30,29,15
12,4,2,4,55,2,244,2586,1170,1172,1414,36,14,41,N,15,0,30.04,Fair,46,29,51
12,4,2,3,55,-6,231,2586,1200,1194,1431,36,14,41,N,15,0,30.04,Fair,46,29,58
12,4,2,3,55,-6,215,2586,1309,1303,84,35,17,48,N,12,0,30.05,Fair,30,24,20
12,5,3,4,55,-2,239,2586,420,418,659,27,18,69,N,6,0,30.11,Fair,18,22,18
12,5,3,3,55,-6,211,2586,425,419,636,27,18,69,N,6,0,30.11,Fair,18,22,27
12,5,3,4,55,24,244,2586,495,519,739,29,20,69,N,6,0,30.12,Fair,47,19,31
12,5,3,3,55,-2,219,2586,540,538,759,32,21,64,NNE,10,0,30.12,Fair,47,19,21
12,5,3,4,55,-5,243,2586,565,560,808,32,21,64,NNE,10,0,30.12,Fair,41,25,14
12,5,3,4,55,117,234,2586,680,797,914,36,24,62,NNE,14,0,30.03,Cloudy,22,45,19
12,5,3,3,55,137,210,2586,685,822,895,36,24,62,NNE,14,0,30.03,Cloudy,22,45,22
12,5,3,4,55,-6,244,2586,940,934,1184,36,18,48,N,10,0,30.02,Cloudy,34,33,22
12,5,3,3,55,34,227,2586,960,994,1187,35,16,46,NE,9,0,30.04,Mostly Cloudy,30,40,24
12,5,3,4,55,-3,231,2586,1025,1022,1256,34,19,54,NNE,5,0,30.04,Cloudy,32,29,21
12,5,3,4,55,-6,244,2586,1170,1164,1414,34,17,50,NW,9,0,30.07,Mostly Cloudy,46,28,20
12,5,3,3,55,-9,231,2586,1200,1191,1431,34,17,50,NW,9,0,30.07,Mostly Cloudy,46,28,38
12,5,3,3,55,-4,215,2586,1309,1305,84,34,17,50,WNW,8,0,30.08,Mostly Cloudy,27,25,17
12,6,4,4,55,-4,239,2586,420,416,659,31,22,69,W,12,0,30.21,Mostly Cloudy,19,26,28
12,6,4,3,55,-10,218,2586,425,415,643,31,22,69,W,12,0,30.21,Mostly Cloudy,19,26,25
12,6,4,4,55,-6,244,2586,495,489,739,32,23,69,W,15,0,30.22,Mostly Cloudy,49,20,25
12,6,4,3,55,-9,226,2586,540,531,766,34,24,67,W,15,0,30.23,Mostly Cloudy,49,20,17
12,6,4,4,55,-5,243,2586,565,560,808,34,24,67,W,15,0,30.23,Mostly Cloudy,42,25,20
12,6,4,4,55,-2,234,2586,680,678,914,37,24,59,W,14,0,30.2,Mostly Cloudy,32,18,22
12,6,4,3,55,-7,217,2586,685,678,902,37,24,59,W,14,0,30.2,Mostly Cloudy,32,18,23
12,6,4,4,55,-3,244,2586,940,937,1184,39,23,53,W,17,0,30.16,Partly Cloudy,35,33,30
12,6,4,3,55,-6,227,2586,960,954,1187,38,23,55,W,14,0,30.17,Mostly Cloudy,35,33,40
12,6,4,4,55,-6,231,2586,1025,1019,1256,38,24,57,WSW,15,0,30.16,Cloudy,32,41,14
12,6,4,4,55,-7,244,2586,1170,1163,1414,38,24,57,WSW,20,0,30.18,Cloudy,49,29,45
12,6,4,3,55,0,231,2586,1200,1200,1431,38,24,57,WSW,20,0,30.18,Cloudy,31,43,43
12,6,4,3,55,12,215,2586,1309,1321,84,38,26,62,SW,15,0,30.17,Cloudy,24,32,36
12,7,5,4,55,-5,239,2586,420,415,659,36,22,57,NW,17,0,30.28,Partly Cloudy,20,28,24
12,7,5,3,55,11,218,2586,425,436,643,36,22,57,NW,17,0,30.28,Partly Cloudy,39,26,16
12,7,5,4,55,-3,244,2586,495,492,739,35,22,59,NNW,10,0,30.31,Fair,49,19,28
12,7,5,3,55,-5,226,2586,540,535,766,36,18,48,NW,22,26,30.34,Fair / Windy,49,19,26
12,7,5,4,55,-1,243,2586,565,564,808,36,18,48,NW,22,26,30.34,Fair / Windy,43,25,31
12,7,5,4,55,-3,234,2586,680,677,914,38,16,41,NW,16,26,30.35,Fair,33,15,15
12,7,5,3,55,-6,217,2586,685,679,902,38,16,41,NW,16,26,30.35,Fair,33,15,15
12,7,5,4,55,-5,244,2586,940,935,1184,39,14,36,NW,18,36,30.32,Fair,35,33,21
12,7,5,3,55,-8,227,2586,960,952,1187,37,13,37,NW,14,0,30.34,Fair,35,33,29
12,7,5,4,55,-8,231,2586,1050,1042,1281,34,13,42,NNW,14,0,30.36,Fair,35,32,17
12,7,5,4,55,-1,244,2586,1170,1169,1414,32,14,48,NNW,16,0,30.43,Fair,48,28,67
12,7,5,3,55,-7,231,2586,1200,1193,1431,32,14,48,NNW,16,0,30.43,Fair,48,28,55
12,7,5,3,55,15,215,2586,1309,1324,84,30,11,45,NNW,16,0,30.45,Fair,29,28,24
12,8,6,4,55,-4,236,2586,495,491,731,27,14,58,WNW,8,0,30.5,Partly Cloudy,45,15,26
12,8,6,3,55,-7,226,2586,540,533,766,29,13,51,W,9,0,30.5,Fair,45,15,18
12,8,6,4,55,-1,230,2586,680,679,910,33,16,50,WSW,8,0,30.5,Partly Cloudy,30,13,17
12,8,6,4,55,-6,239,2586,940,934,1179,37,17,44,W,18,0,30.44,Mostly Cloudy,33,35,36
12,8,6,3,55,4,227,2586,960,964,1187,35,18,50,W,15,0,30.46,Mostly Cloudy,25,36,37
12,8,6,4,55,-5,240,2586,1170,1165,1410,31,17,57,NNW,8,0,30.52,Partly Cloudy,46,28,26
12,8,6,3,55,-6,231,2586,1200,1194,1431,31,17,57,NNW,8,0,30.52,Partly Cloudy,46,28,36
12,9,7,4,55,-3,239,2586,420,417,659,28,18,66,NE,5,0,30.49,Mostly Cloudy,20,28,23
12,9,7,3,55,-8,218,2586,425,417,643,28,18,66,NE,5,0,30.49,Mostly Cloudy,20,28,12
12,9,7,4,55,-2,244,2586,495,493,739,28,19,69,ENE,3,0,30.48,Mostly Cloudy,47,18,20
12,9,7,3,55,-1,226,2586,540,539,766,30,21,69,NE,3,0,30.48,Mostly Cloudy,47,18,20
12,9,7,4,55,8,243,2586,570,578,813,30,21,69,NE,3,0,30.48,Mostly Cloudy,38,19,21
12,9,7,4,55,-7,234,2586,680,673,914,33,19,56,SSW,3,0,30.43,Mostly Cloudy,33,15,21
12,9,7,3,55,-4,217,2586,685,681,902,33,19,56,SSW,3,0,30.43,Mostly Cloudy,33,15,21
12,9,7,4,55,1,244,2586,940,941,1184,35,22,59,CALM,0,0,30.33,Mostly Cloudy,36,36,30
12,9,7,3,55,-8,227,2586,960,952,1187,34,24,67,WSW,5,0,30.31,Mostly Cloudy,36,36,38
12,9,7,4,55,-1,231,2586,1050,1049,1281,33,24,70,WSW,6,0,30.28,Cloudy,33,33,26
12,9,7,4,55,0,244,2586,1170,1170,1414,34,24,67,W,9,0,30.25,Cloudy,48,30,54
12,9,7,3,55,-6,231,2586,1200,1194,1431,34,24,67,W,9,0,30.25,Cloudy,48,30,18
12,9,7,3,55,-3,215,2586,1309,1306,84,34,22,61,W,9,0,30.22,Cloudy,32,27,20
12,10,1,4,55,12,239,2586,420,432,659,28,21,75,N,8,0,30.11,Fair,40,26,17
12,10,1,3,55,10,218,2586,425,435,643,28,21,75,N,8,0,30.11,Fair,40,26,16
12,10,1,4,55,-2,244,2586,495,493,739,31,22,69,N,8,0,30.12,Fair,49,21,29
12,10,1,3,55,-7,226,2586,540,533,766,34,22,61,NNE,13,22,30.13,Fair,49,21,20
12,10,1,4,55,-1,243,2586,565,564,808,34,22,61,NNE,13,22,30.13,Fair,42,28,14
12,10,1,4,55,65,234,2586,680,745,914,38,21,51,N,14,0,30.12,Fair,22,29,16
12,10,1,3,55,83,217,2586,685,768,902,38,21,51,N,14,0,30.12,Fair,22,29,25
12,10,1,4,55,-1,244,2586,940,939,1184,39,20,46,N,12,0,30.11,Fair,35,35,24
12,10,1,3,55,-9,227,2586,960,951,1187,38,20,48,NNW,10,0,30.12,Fair,35,35,17
12,10,1,4,55,-6,231,2586,1050,1044,1281,36,19,50,NNW,8,0,30.13,Fair,34,31,23
12,10,1,4,55,-3,244,2586,1170,1167,1414,34,20,56,NNE,7,0,30.15,Fair,49,29,29
12,10,1,3,55,-7,231,2586,1200,1193,1431,34,20,56,NNE,7,0,30.15,Fair,49,29,17
12,10,1,3,55,4,215,2586,1309,1313,84,34,19,54,N,10,0,30.17,Fair,29,29,16
12,11,2,4,55,-5,239,2586,420,415,659,28,22,78,N,6,0,30.17,Fair,19,24,25
12,11,2,3,55,-6,218,2586,425,419,643,28,22,78,N,6,0,30.17,Fair,19,24,37
12,11,2,4,55,-1,244,2586,495,494,739,29,24,82,NNE,7,0,30.16,Fair,46,18,26
12,11,2,3,55,-8,226,2586,540,532,766,34,27,75,N,6,0,30.15,Fair,46,18,15
12,11,2,4,55,-4,243,2586,565,561,808,34,27,75,N,6,0,30.15,Fair,42,25,14
12,11,2,4,55,-2,234,2586,680,678,914,38,25,60,CALM,0,0,30.14,Partly Cloudy,29,15,20
12,11,2,3,55,-4,217,2586,685,681,902,38,25,60,CALM,0,0,30.14,Partly Cloudy,29,15,30
12,11,2,4,55,0,244,2586,940,940,1184,39,28,65,SW,5,0,30,Fair,34,34,21
12,11,2,3,55,-4,227,2586,960,956,1187,37,29,73,S,3,0,29.98,Fair,34,34,23
12,11,2,4,55,-2,231,2586,1030,1028,1261,36,29,76,S,5,0,29.97,Fair,30,29,16
12,11,2,4,55,-3,244,2586,1170,1167,1414,35,31,85,WSW,8,0,29.97,Fair,46,28,60
12,11,2,3,55,-9,231,2586,1200,1191,1431,35,31,85,WSW,8,0,29.97,Fair,46,28,32
12,11,2,3,55,-5,215,2586,1309,1304,84,36,24,62,WSW,12,0,29.96,Fair,30,26,34
12,12,3,4,55,10,239,2586,420,430,659,33,23,66,WNW,15,22,30.07,Fair,38,25,12
12,12,3,3,55,-7,218,2586,425,418,643,33,23,66,WNW,15,22,30.07,Fair,19,25,19
12,12,3,4,55,-4,244,2586,495,491,739,34,24,67,WNW,13,0,30.08,Fair,47,19,22
12,12,3,3,55,-5,226,2586,540,535,766,37,24,59,WNW,14,21,30.12,Fair,47,19,14
12,12,3,4,55,-3,243,2586,565,562,808,37,24,59,WNW,14,21,30.12,Fair,41,24,16
12,12,3,4,55,7,234,2586,680,687,914,40,26,58,NW,18,0,30.13,Partly Cloudy,30,15,23
12,12,3,3,55,51,217,2586,685,736,902,40,25,55,WNW,14,0,30.13,Partly Cloudy,23,28,14
12,12,3,4,55,-5,244,2586,940,935,1184,39,24,55,W,12,0,30.14,Mostly Cloudy,34,33,22
12,12,3,3,55,8,227,2586,960,968,1187,39,24,55,NW,13,0,30.15,Mostly Cloudy,30,40,15
12,12,3,4,55,-9,231,2586,1025,1016,1256,38,24,57,NW,13,0,30.18,Mostly Cloudy,30,40,33
12,12,3,4,55,-5,244,2586,1170,1165,1414,37,23,57,NNW,6,0,30.23,Mostly Cloudy,46,27,25
12,12,3,3,55,-5,231,2586,1200,1195,1431,37,23,57,NNW,6,0,30.23,Mostly Cloudy,46,27,23
12,12,3,3,55,-7,215,2586,1309,1302,84,35,24,64,ENE,5,0,30.23,Mostly Cloudy,27,27,22
12,13,4,4,55,-5,239,2586,420,415,659,33,22,64,ENE,12,0,30.37,Cloudy,19,25,32
