month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
1,1,3,7,23,14,43,379,2565,510,524,567,709,715,55,52,89,16,15,0,30.15,35,36
12,14,6,6,9,21,21,89,326,980,1001,1022,1069,1082,55,44,67,15,13,0,30.02,19,32
12,9,1,6,72,47,20,141,599,700,747,767,781,820,56,50,80,1,6,0,30.16,44,26
11,20,3,6,62,-14,10,90,421,380,366,376,470,448,53,46,77,16,13,0,29.56,24,24
12,22,7,7,54,-4,17,283,1846,416,412,429,579,567,56,51,84,9,12,21,29.74,34,52
1,2,4,7,71,4,13,133,679,1160,1164,1177,1293,1289,53,46,77,15,5,0,30.15,22,45
11,14,4,7,4,-8,12,240,1504,360,352,364,480,464,56,49,77,11,6,0,30.06,24,23
12,8,7,6,45,2,14,52,77,423,425,439,475,469,57,52,83,15,5,0,29.99,23,24
12,16,1,4,35,-5,20,110,414,769,764,784,879,866,55,37,51,0,0,0,30.27,31,33
11,24,7,0,13,-4,11,347,2296,445,441,452,612,600,59,48,67,2,5,0,30.17,43,22
11,27,3,1,35,-11,20,100,414,370,359,379,470,451,47,34,61,16,20,30,29.56,26,26
11,17,7,7,54,3,19,281,1846,843,846,865,1004,999,67,48,51,16,10,0,29.99,41,26
12,16,1,3,33,-6,17,416,2586,580,574,591,816,802,55,36,49,14,3,0,30.28,43,26
11,3,7,1,36,-6,23,90,337,510,504,527,600,586,61,48,62,2,3,0,30.02,39,56
11,14,4,3,20,0,12,321,2079,510,510,522,651,643,60,51,72,2,6,0,30.07,44,24
12,8,7,7,71,-8,21,140,679,445,437,458,585,569,55,51,86,7,6,0,30.02,39,50
12,17,2,6,62,-3,13,101,421,649,646,659,750,739,53,38,57,6,5,0,30.13,35,41
11,10,7,6,24,-6,8,65,158,385,379,387,450,436,52,49,89,12,5,0,30.09,25,24
11,25,1,3,20,19,18,321,2079,505,524,542,646,657,63,33,33,4,14,0,30.08,42,24
11,4,1,7,36,-5,20,102,337,645,640,660,747,734,64,47,54,6,5,0,29.96,36,40
1,4,6,7,29,11,16,368,2419,1125,1136,1152,1313,1316,53,46,77,15,16,0,30.43,22,38
11,6,3,6,19,-7,21,258,1464,892,885,906,1030,1015,53,48,83,16,16,0,29.97,37,28
1,8,3,6,56,-1,17,126,710,360,359,376,486,477,53,47,80,16,7,0,30.15,27,24
11,27,3,7,54,4,53,290,1846,1085,1089,1142,1255,1251,44,37,76,9,3,0,29.53,26,38
1,2,4,7,71,-3,16,132,679,978,975,991,1110,1099,56,48,75,15,9,0,30.11,29,40
1,10,5,2,37,-10,9,91,354,811,801,810,902,884,56,43,62,4,6,0,30.26,32,31
11,24,7,3,3,-3,10,328,2139,1080,1077,1087,1228,1217,55,45,69,16,12,0,30.07,23,42
12,10,2,1,35,22,26,100,414,1045,1067,1093,1145,1159,55,49,80,15,9,0,30.22,26,34
1,24,5,0,33,-8,16,411,2586,975,967,983,1206,1190,58,53,84,15,13,0,30.13,21,31
1,24,5,3,71,-5,14,133,679,827,822,836,960,947,59,52,78,16,15,0,30.12,26,27
11,3,7,6,62,-1,28,90,421,690,689,717,780,771,65,48,54,5,3,0,29.96,34,38
11,9,6,3,36,37,27,94,337,629,666,693,723,752,56,50,80,5,5,0,30.1,34,36
12,1,7,0,54,50,44,297,1846,595,645,689,772,814,55,50,83,3,18,0,29.83,40,23
1,13,1,7,36,-4,26,96,337,945,941,967,1041,1029,55,43,64,12,7,0,30.18,20,27
1,3,5,6,53,-7,12,99,363,360,353,365,459,444,47,43,86,11,3,0,30.18,32,23
11,19,2,0,59,-2,18,130,651,1100,1098,1116,1170,1160,55,48,77,15,21,0,29.61,25,32
1,18,6,8,67,-1,11,100,447,725,724,735,825,816,54,41,62,1,3,0,30.28,28,24
11,3,7,8,36,-1,10,85,337,1260,1259,1269,1345,1336,57,49,74,16,9,0,29.96,34,26
1,21,2,3,36,-1,11,95,337,420,419,430,515,506,53,46,77,3,10,0,30.11,50,28
1,5,7,3,20,-3,18,338,2079,500,497,515,658,647,55,42,62,6,3,0,30.58,45,22
11,16,6,7,28,-8,18,296,2398,480,472,490,896,880,62,54,75,7,7,0,30.06,27,34
12,28,6,6,69,-3,22,82,262,443,440,462,525,514,48,43,83,0,0,0,30.19,49,35
11,3,7,1,17,-2,30,365,2442,1045,1043,1073,1230,1220,62,45,53,16,17,0,29.93,23,37
12,29,7,7,28,195,16,295,2398,1320,75,91,295,482,53,48,83,15,9,0,30.14,52,32
11,26,2,3,20,-2,33,321,2079,505,503,536,646,636,55,33,43,9,3,0,29.96,42,25
12,19,4,8,59,1,13,130,651,420,421,434,490,483,53,49,86,11,6,0,30.21,51,37
12,9,1,6,56,52,16,129,710,836,888,904,965,1009,56,47,72,15,10,0,30.17,40,29
1,1,3,1,36,0,27,91,337,1050,1050,1077,1141,1133,55,52,89,15,22,28,30.08,26,36
1,10,5,7,36,-6,15,96,337,735,729,744,831,817,56,42,60,5,5,0,30.26,31,30
12,13,5,8,67,9,18,95,447,1070,1079,1097,1165,1166,58,48,70,13,6,0,30.1,27,35
1,23,4,1,67,-9,23,103,447,455,446,469,558,541,53,47,80,3,3,0,30.24,37,50
11,20,3,6,66,14,16,80,192,585,599,615,665,671,67,39,36,8,16,0,29.52,35,42
1,4,6,1,36,9,28,91,337,1110,1119,1147,1201,1202,53,45,74,15,15,0,30.41,26,40
11,21,4,3,3,-5,9,331,2139,650,645,654,801,788,61,47,60,1,6,0,29.87,40,26
11,25,1,6,53,-7,16,92,363,730,723,739,822,807,61,40,46,15,22,0,30.04,39,24
12,10,2,3,20,-1,30,325,2079,989,988,1018,1134,1125,57,48,72,15,15,0,30.21,22,36
1,5,7,7,29,0,12,375,2419,1192,1192,1204,1387,1379,50,44,80,16,9,0,30.53,34,26
11,8,5,3,72,16,25,129,599,680,696,721,749,757,61,49,64,16,17,0,30.15,37,41
1,22,3,1,33,-6,19,410,2586,690,684,703,920,906,56,50,80,4,5,0,30.21,23,27
1,29,3,6,53,-3,11,99,363,1150,1147,1158,1249,1238,54,47,77,15,18,0,30.2,30,39
12,4,3,8,35,13,22,100,414,575,588,610,675,680,56,50,80,5,8,0,29.83,33,43
12,18,3,7,57,185,70,107,550,668,853,923,775,952,57,51,81,9,5,0,29.98,21,32
12,27,5,1,35,4,15,100,414,1045,1049,1064,1145,1141,54,46,75,15,16,0,30.06,23,37
1,6,1,8,9,-4,8,80,326,1285,1281,1289,1365,1353,50,40,68,9,3,0,30.35,26,19
11,4,1,0,43,-2,20,383,2585,1092,1090,1110,1295,1285,53,46,77,16,7,0,29.99,22,47
1,12,7,1,36,66,11,94,337,1140,1206,1217,1234,1292,50,43,77,14,7,0,30.15,17,40
1,29,3,8,9,-7,14,80,326,1195,1188,1202,1275,1260,54,47,77,15,15,0,30.2,18,39
11,19,2,1,35,-13,14,103,414,910,897,911,1013,992,55,49,80,15,28,38,29.66,39,28
1,3,5,7,58,-2,18,386,2521,382,380,398,588,578,53,46,77,0,0,0,30.24,34,50
12,25,3,6,79,-10,16,160,751,365,355,371,465,447,47,43,86,11,8,0,29.84,26,20
12,18,3,7,35,34,27,98,414,1115,1149,1176,1213,1239,55,49,80,13,7,0,30.06,26,38
11,9,6,7,28,-6,20,309,2398,1427,1421,1,416,402,49,47,93,13,5,0,30.15,26,9
12,17,2,7,50,-3,17,295,2338,825,822,839,1240,1229,54,42,64,2,13,0,30.02,23,36
11,18,1,7,36,-6,15,102,337,645,639,654,747,733,65,55,70,2,5,0,29.9,37,39
1,21,2,7,67,78,18,100,447,480,558,576,580,650,56,48,75,9,10,0,30.14,41,16
12,25,3,6,53,-11,19,99,363,360,349,368,459,440,47,43,86,11,8,0,29.84,26,20
12,21,6,6,7,-17,26,122,522,1166,1149,1175,1228,1203,55,45,69,1,7,0,29.82,31,41
12,20,5,7,22,-2,12,104,451,360,358,370,464,454,50,49,96,0,0,0,30.23,30,25
11,1,5,7,28,-1,18,296,2398,420,419,437,896,887,67,29,24,1,3,0,30.09,32,26
12,3,2,8,9,4,14,80,326,705,709,723,785,781,60,51,72,2,5,0,29.98,39,24
12,12,4,6,9,77,26,87,326,608,685,711,695,764,58,56,93,6,7,0,30.27,36,40
1,28,2,1,35,-6,17,105,414,925,919,936,1030,1016,56,48,75,15,10,0,30.27,33,29
1,16,4,7,36,-7,16,96,337,390,383,399,486,471,52,45,77,11,16,24,29.71,27,25
11,4,1,7,10,-1,10,370,2457,1120,1119,1129,1310,1301,53,46,77,16,7,0,29.99,22,47
12,24,2,6,59,5,14,134,651,360,365,379,434,431,49,41,74,17,6,0,29.92,30,22
12,14,6,2,33,5,35,409,2586,1180,1185,1220,1409,1406,53,42,66,8,14,0,30.06,21,12
11,23,6,6,71,-7,25,137,679,719,712,737,856,841,65,45,48,0,0,0,30.14,26,34
1,31,5,6,51,-6,22,247,1384,468,462,484,595,581,52,51,97,4,5,0,30.33,39,52
11,20,3,6,64,18,15,111,462,810,828,843,921,931,62,41,46,15,17,0,29.51,25,31
12,8,7,7,29,137,45,360,2419,1125,1262,1307,1305,1434,53,50,89,0,0,0,30.11,21,18
11,1,5,1,57,24,17,110,550,765,789,806,875,891,67,29,24,1,3,0,30.09,32,26
11,12,2,0,36,-6,18,90,337,1340,1334,1352,1430,1416,53,48,83,16,12,0,30.01,20,19
12,10,2,0,19,40,24,245,1464,654,694,718,779,811,58,48,70,6,5,0,30.19,41,24
11,22,5,6,26,-9,38,155,733,370,361,399,525,508,55,48,77,3,7,0,30.17,49,31
12,30,1,7,54,16,17,286,1846,561,577,594,727,735,55,43,64,1,3,0,30.1,38,39
11,15,5,3,36,1,16,88,337,779,780,796,867,860,66,54,65,15,18,0,30.15,29,31
11,29,5,7,3,-8,15,328,2139,436,428,443,584,568,50,40,68,3,5,0,29.81,29,42
12,27,5,8,36,2,27,90,337,505,507,534,595,589,50,43,77,6,3,0,30.1,34,49
11,15,5,3,20,-4,23,321,2079,505,501,524,646,634,61,52,72,2,5,0,30.2,45,23
1,17,5,8,67,-1,16,100,447,685,684,700,785,776,53,43,69,6,6,0,30.28,40,37
12,15,7,0,36,-3,23,91,337,1080,1077,1100,1171,1160,52,43,71,16,9,0,30.24,27,34
11,6,3,7,60,15,22,333,2254,429,444,466,582,589,55,48,77,14,5,0,30.05,38,49
12,8,7,7,57,-5,16,114,550,580,575,591,694,681,61,51,70,8,7,0,30.02,30,39
11,8,5,7,40,-5,13,362,2446,533,528,541,715,702,58,51,78,6,6,0,30.18,35,41
12,13,5,6,64,37,10,111,462,810,847,857,921,950,58,53,84,4,6,0,30.11,24,34
1,30,4,6,9,-9,12,97,326,857,848,860,954,937,61,53,75,4,3,0,30.21,26,29
11,5,2,7,18,-13,22,163,967,1350,1337,1359,13,1432,50,47,89,15,9,0,30.0,22,17
11,28,4,7,50,-9,16,290,2338,960,951,967,1370,1353,45,37,74,15,8,0,29.64,12,13
1,31,5,1,36,131,23,94,337,690,821,844,784,907,64,50,60,4,8,0,30.26,26,27
11,30,6,7,28,11,16,309,2398,780,791,807,1209,1212,54,44,69,3,20,29,29.83,26,40
11,10,7,6,73,-3,35,73,86,669,666,701,742,731,58,50,75,5,3,0,30.02,34,36
1,19,7,7,59,-5,9,127,651,765,760,769,832,819,53,40,61,10,7,0,30.08,33,28
12,16,1,6,56,-4,18,129,710,836,832,850,965,953,55,39,55,0,0,0,30.27,24,34
12,9,1,1,29,23,19,372,2419,1140,1163,1182,1332,1347,56,45,67,0,0,0,30.2,29,27
12,9,1,7,29,-5,12,364,2419,390,385,397,574,561,53,50,89,10,5,0,30.21,36,49
12,7,6,7,35,-7,20,98,414,460,453,473,558,543,65,54,68,9,23,30,29.94,36,45
11,25,1,3,71,0,24,130,679,1150,1150,1174,1280,1272,54,39,57,15,15,0,30.08,22,44
1,15,3,3,36,-7,11,84,337,1070,1063,1074,1154,1139,51,41,68,9,14,0,29.94,26,36
1,10,5,7,4,-6,14,239,1504,360,354,368,479,465,45,40,82,0,0,0,30.3,28,26
1,29,3,6,72,-1,12,139,599,882,881,893,961,952,58,48,70,16,17,0,30.19,23,27
11,25,1,0,58,-4,18,379,2521,950,946,964,1149,1137,54,42,64,15,15,0,30.06,22,36
12,16,1,7,36,-4,31,102,337,645,641,672,747,735,55,38,53,0,0,0,30.3,36,41
12,2,1,0,54,51,24,297,1846,595,646,670,772,815,58,52,81,1,13,0,30.01,40,26
11,17,7,3,71,-2,15,132,679,789,787,802,921,911,72,49,44,8,6,0,29.99,25,32
12,15,7,8,67,-5,12,105,447,480,475,487,585,572,55,40,57,15,15,0,30.22,36,50
11,1,5,6,36,-2,23,106,337,570,568,591,676,666,62,40,44,6,5,0,30.14,31,41
1,29,3,7,36,-3,20,96,337,735,732,752,831,820,57,48,72,15,16,0,30.2,34,30
12,19,4,8,41,35,7,290,1855,540,575,582,710,737,57,52,83,4,5,0,30.19,39,39
12,21,6,6,64,-6,9,111,462,1150,1144,1153,1261,1247,55,45,69,1,7,0,29.82,31,41
1,4,6,8,67,14,20,110,447,440,454,474,550,556,54,49,83,4,7,0,30.43,35,49
11,15,5,1,71,26,25,140,679,810,836,861,950,968,59,53,81,15,20,0,30.14,40,28
12,31,2,3,72,-5,10,134,599,500,495,505,574,561,52,44,74,4,5,0,30.17,34,50
12,18,3,3,3,4,47,326,2139,490,494,541,636,632,56,50,80,3,12,0,30.01,42,24
11,17,7,1,36,162,19,91,337,1260,1422,1,1351,65,55,47,74,0,0,0,29.99,0,4
1,18,6,6,42,-13,6,91,329,902,889,895,993,972,54,40,59,4,3,0,30.27,32,28
11,3,7,4,35,-11,16,110,414,758,747,763,868,849,72,43,35,16,8,0,29.93,32,31
12,27,5,0,19,-3,32,248,1464,545,542,574,673,662,54,41,62,5,3,0,30.07,35,38
12,10,2,7,8,-4,16,400,2704,920,916,932,1140,1128,57,48,72,15,15,0,30.21,22,36
12,8,7,7,36,-2,15,87,337,1260,1258,1273,1347,1337,53,51,93,15,5,0,30.1,31,26
12,5,4,7,8,-3,23,400,2704,920,917,940,1140,1129,55,52,89,4,8,0,30.02,23,37
1,21,2,2,8,-9,24,419,2704,360,351,375,599,582,56,46,69,12,7,0,30.12,38,50
12,1,7,7,36,-5,11,85,337,390,385,396,475,462,56,49,77,3,15,0,29.85,24,28
12,22,7,6,75,-1,12,307,1735,363,362,374,550,541,56,51,84,9,12,21,29.74,34,52
11,12,2,3,3,-5,14,322,2139,490,485,499,632,619,61,51,70,0,0,0,30.08,44,23
1,23,4,1,36,-9,22,94,337,1215,1206,1228,1309,1292,53,49,86,0,0,0,30.13,18,41
12,16,1,1,71,-9,19,137,679,880,871,890,1017,1000,56,37,49,5,15,0,30.27,41,29
11,12,2,1,35,-9,18,100,414,595,586,604,695,678,64,53,67,6,5,0,30.05,33,39
12,25,3,6,2,-19,13,159,848,1073,1054,1067,1172,1145,54,43,66,5,24,0,29.7,24,37
1,24,5,0,36,-3,19,90,337,1200,1197,1216,1290,1279,55,53,93,16,9,0,30.14,19,42
11,24,7,1,25,-5,12,390,2584,460,455,467,670,657,61,48,62,6,5,0,30.13,43,22
11,23,6,7,30,-4,20,253,1635,1110,1106,1126,1243,1231,59,44,58,16,3,0,30.16,20,35
1,27,1,7,30,-6,12,269,1635,1221,1215,1227,1370,1356,52,47,83,9,5,0,30.37,25,21
12,20,5,1,67,57,17,99,447,1240,1297,1314,1339,1388,52,47,83,0,0,0,30.12,31,22
11,28,4,2,33,-5,15,397,2586,562,557,572,779,766,47,40,77,6,12,0,29.59,30,39
12,4,3,7,36,-4,13,85,337,390,386,399,475,463,55,50,83,5,12,0,29.82,24,24
1,16,4,3,47,49,30,270,1589,549,598,628,699,740,48,43,83,10,18,0,29.8,41,38
12,10,2,8,18,-5,14,175,967,610,605,619,725,712,56,48,75,5,6,0,30.23,34,41
11,28,4,3,3,20,19,321,2139,735,755,774,876,888,50,38,63,6,8,0,29.57,19,26
1,3,5,3,71,-3,13,130,679,910,907,920,1040,1029,55,47,74,4,3,0,30.19,20,28
12,8,7,8,67,42,17,95,447,1220,1262,1279,1315,1349,53,51,93,15,5,0,30.1,31,26
11,30,6,7,67,-4,22,102,447,375,371,393,477,465,46,39,76,10,9,0,30.0,28,25
1,12,7,3,33,60,18,410,2586,1025,1085,1103,1255,1307,50,43,77,14,7,0,30.15,17,40
1,30,4,6,79,-6,13,156,751,1090,1084,1097,1186,1172,56,51,84,16,7,0,30.23,22,31
1,12,7,3,3,2,17,332,2139,649,651,668,801,795,52,43,71,15,12,0,30.17,32,30
11,14,4,3,47,15,19,266,1589,1239,1254,1273,1385,1392,58,49,72,9,5,0,30.14,24,22
11,27,3,6,68,-6,12,256,1482,385,379,391,521,507,47,41,80,9,9,0,29.55,49,31
11,2,6,7,71,-3,13,140,679,450,447,460,590,579,61,47,60,2,5,0,30.14,32,49
11,9,6,7,38,-2,12,307,2447,835,833,845,1262,1252,53,49,86,15,18,0,30.08,16,33
11,7,4,6,16,-8,26,254,1476,895,887,913,1029,1013,53,48,83,16,16,0,30.1,39,29
1,1,3,6,57,-6,12,110,550,715,709,721,825,811,58,52,81,16,14,0,30.13,40,30
1,17,5,6,72,-7,39,128,599,430,423,462,498,483,44,40,85,0,0,0,30.3,52,30
12,1,7,7,30,51,25,257,1635,1299,1350,1375,1436,39,55,51,86,3,10,0,29.94,11,13
11,9,6,6,11,165,13,154,807,970,1135,1148,1064,1221,53,49,86,15,18,0,30.08,16,33
12,17,2,3,15,47,50,314,2036,435,482,532,569,608,52,40,63,0,0,0,30.21,43,24
12,28,6,6,16,-4,23,254,1476,480,476,499,614,602,50,43,77,1,3,0,30.17,41,25
12,9,1,7,68,75,24,238,1482,1165,1240,1264,1283,1350,56,45,67,0,0,0,30.2,29,27
1,19,7,6,11,-10,9,163,807,985,975,984,1088,1070,52,43,71,5,5,0,30.04,20,23
11,8,5,1,35,143,21,100,414,515,658,679,615,750,61,51,70,8,14,0,30.15,37,41
1,26,7,7,54,18,30,286,1846,600,618,648,766,776,58,51,78,15,16,0,30.24,37,33
11,10,7,7,71,3,15,133,679,801,804,819,934,929,56,49,77,16,17,0,29.99,25,31
1,22,3,1,57,-4,13,110,550,815,811,824,925,913,56,50,80,4,5,0,30.21,23,27
11,14,4,8,36,13,9,85,337,890,903,912,975,980,58,53,84,15,10,0,30.07,40,29
1,3,5,7,29,-7,12,367,2419,965,958,970,1152,1137,54,45,72,0,0,0,30.21,27,36
1,6,1,7,12,-4,9,343,2161,420,416,425,583,571,51,42,71,4,14,0,30.51,36,48
11,21,4,2,25,-5,17,389,2584,1160,1155,1172,1369,1356,55,46,72,0,0,0,30.01,34,29
12,30,1,7,59,-5,12,130,651,1058,1053,1065,1128,1115,53,46,77,16,8,0,30.1,27,38
11,18,1,7,78,-1,16,353,2393,1120,1119,1135,1293,1284,56,53,90,16,13,0,29.84,22,46
12,26,4,7,74,119,16,93,372,1102,1221,1237,1195,1306,50,39,66,16,7,0,29.98,22,44
12,1,7,7,54,38,28,272,1846,955,993,1021,1107,1137,56,50,80,1,17,0,29.88,26,35
1,29,3,7,71,-13,18,134,679,1113,1100,1118,1247,1226,54,47,77,15,18,0,30.2,30,39
12,11,3,7,36,38,16,87,337,1185,1223,1239,1272,1302,58,54,87,3,3,0,30.16,16,44
11,24,7,7,23,-5,13,381,2565,660,655,668,861,848,67,40,37,15,9,0,30.09,30,33
1,19,7,1,67,-3,22,100,447,1110,1107,1129,1210,1199,51,41,68,1,6,0,30.06,24,29
12,12,4,6,24,-4,13,65,158,385,381,394,450,438,58,55,90,5,6,0,30.27,25,20
11,21,4,8,18,1,37,170,967,790,791,828,900,893,61,49,64,5,6,0,29.88,30,33
11,17,7,5,28,-4,16,310,2398,895,891,907,1325,1313,62,46,56,12,3,0,29.99,26,46
1,19,7,7,30,-4,16,267,1635,575,571,587,722,710,53,37,55,10,8,0,30.13,29,35
12,11,3,7,30,23,13,260,1635,1205,1228,1241,1345,1360,61,55,81,11,6,0,30.18,27,26
1,1,3,6,39,-5,20,252,1499,1027,1022,1042,1159,1146,55,52,89,15,17,25,30.08,27,38
1,25,6,7,57,-16,10,108,550,787,771,781,895,871,59,53,81,0,0,0,30.07,26,29
11,6,3,7,17,0,16,370,2442,1060,1060,1076,1250,1242,52,48,86,16,10,0,30.0,24,39
1,9,4,6,45,-13,9,56,77,877,864,873,933,912,53,44,71,5,12,0,30.11,25,29
12,12,4,1,29,-8,16,375,2419,440,432,448,635,619,58,55,90,0,0,0,30.3,43,27
1,27,1,7,65,67,22,377,2400,1110,1177,1199,1307,1366,52,47,83,9,5,0,30.37,25,21
11,14,4,8,18,12,10,165,967,1325,1337,1347,1430,1434,58,49,72,9,5,0,30.14,24,22
1,6,1,1,57,10,17,114,550,1075,1085,1102,1189,1191,51,39,63,15,8,0,30.37,24,35
1,23,4,2,33,-8,25,409,2586,740,732,757,969,953,55,49,80,6,5,0,30.13,26,29
12,7,6,1,35,57,19,100,414,760,817,836,860,909,62,55,78,12,26,47,29.87,13,32
11,1,5,4,4,-5,15,245,1504,1211,1206,1221,1336,1323,57,32,39,0,0,0,30.11,33,26
1,2,4,1,67,2,17,99,447,850,852,869,949,943,60,48,64,15,12,0,30.1,27,29
1,11,6,7,29,12,20,359,2419,1050,1062,1082,1229,1233,51,41,68,15,8,0,30.21,22,31
12,1,7,1,36,87,33,92,337,570,657,690,662,741,56,50,80,3,16,0,29.85,37,41
1,20,1,6,24,-12,10,74,158,400,388,398,474,454,49,41,74,9,3,0,30.03,27,26
11,14,4,6,70,519,31,72,190,710,1229,1260,782,1293,58,49,72,12,5,0,30.13,23,45
1,16,4,7,71,78,18,135,679,975,1053,1071,1110,1180,48,41,77,9,7,0,29.95,21,31
12,19,4,7,23,26,65,379,2565,510,536,601,709,727,57,52,83,4,5,0,30.19,39,39
12,5,4,7,12,19,42,329,2161,1157,1176,1218,1306,1317,57,52,83,0,0,0,30.01,17,43
12,9,1,6,72,-6,50,132,599,1047,1041,1091,1119,1105,55,47,74,16,6,0,30.18,24,37
11,14,4,6,59,-4,17,133,651,365,361,378,438,426,56,49,77,11,6,0,30.06,24,23
11,30,6,2,33,-5,16,390,2586,1309,1304,1320,79,66,42,38,85,0,0,0,29.99,3,6
11,18,1,7,8,-6,13,400,2704,505,499,512,725,711,65,54,68,6,6,0,29.92,34,40
11,24,7,7,57,17,10,107,550,838,855,865,945,954,67,41,39,15,9,0,30.07,25,32
1,8,3,3,33,-3,15,408,2586,690,687,702,918,907,54,43,66,15,14,0,30.1,23,27
12,3,2,1,71,-6,22,140,679,760,754,776,900,886,59,52,78,0,0,0,29.97,30,33
1,30,4,7,30,50,13,266,1635,1006,1056,1069,1152,1194,56,51,84,16,7,0,30.23,22,31
11,8,5,6,74,8,8,94,372,1096,1104,1112,1190,1190,53,49,86,15,15,0,30.16,29,34
12,22,7,1,35,3,13,100,414,595,598,611,695,690,52,49,89,15,12,0,29.76,33,37
12,2,1,6,56,-2,13,135,710,350,348,361,485,475,56,50,80,10,9,20,29.99,27,27
11,17,7,7,58,10,24,386,2521,1088,1098,1122,1294,1296,62,46,56,12,3,0,29.99,26,46
1,1,3,7,59,2,16,130,651,1058,1060,1076,1128,1122,55,52,89,15,22,28,30.08,26,36
11,28,4,1,57,-12,19,114,550,615,603,622,729,709,47,39,74,6,13,0,29.61,28,36
11,2,6,6,76,287,12,48,66,390,677,689,438,717,66,44,45,6,3,0,30.06,33,46
12,16,1,7,23,-7,14,381,2565,720,713,727,921,906,55,39,55,0,0,0,30.27,24,34
1,20,1,7,18,11,12,171,967,680,691,703,791,794,53,43,69,1,5,0,29.99,31,30
1,26,7,7,74,-4,46,105,372,465,461,507,570,558,58,50,75,15,12,0,30.22,39,49
11,10,7,6,79,10,9,151,751,765,775,784,856,858,61,50,67,16,15,0,29.99,31,31
1,13,1,7,60,-7,16,340,2254,1150,1143,1159,1310,1295,52,46,80,9,9,0,30.14,18,40
11,30,6,6,7,99,11,118,522,845,944,955,903,994,50,43,77,10,18,0,29.86,39,23
1,2,4,6,69,0,17,80,262,350,350,367,430,422,50,45,83,17,6,0,30.11,30,23
1,14,2,7,57,-8,10,117,550,678,670,680,795,779,56,39,53,15,15,0,30.2,39,37
1,21,2,6,7,188,17,122,522,998,1186,1203,1060,1240,55,51,86,10,8,0,30.13,29,41
12,23,1,3,3,82,17,333,2139,1169,1251,1268,1322,1396,50,43,77,15,10,0,29.87,34,21
11,8,5,6,9,-8,13,89,326,1218,1210,1223,1307,1291,52,48,86,16,12,0,30.17,23,47
11,28,4,7,59,0,11,129,651,831,831,842,900,892,50,38,63,6,8,0,29.57,19,26
12,9,1,7,50,50,23,294,2338,939,989,1012,1353,1395,55,46,72,0,0,0,30.21,23,19
12,25,3,2,33,30,25,410,2586,655,685,710,885,907,52,44,74,1,9,0,29.71,23,26
11,26,2,7,23,-8,43,391,2565,600,592,635,811,795,54,39,57,13,9,0,29.87,39,24
11,3,7,2,8,5,27,414,2704,1085,1090,1117,1319,1316,57,49,74,16,9,0,29.96,25,47
11,7,4,0,33,-5,15,407,2586,980,975,990,1207,1194,53,48,83,16,14,0,30.13,27,34
12,17,2,6,9,-10,18,87,326,608,598,616,695,677,53,39,59,5,5,0,30.17,34,41
12,4,3,1,71,19,20,140,679,595,614,634,735,746,55,51,86,6,3,0,29.81,38,39
12,3,2,6,66,-4,11,81,192,1145,1141,1152,1226,1214,56,52,87,0,0,0,29.91,24,36
1,3,5,6,79,-8,17,156,751,749,741,758,845,829,56,47,72,4,5,0,30.18,41,29
12,12,4,7,23,-5,19,381,2565,840,835,854,1041,1028,61,57,87,14,3,0,30.26,24,25
1,27,1,6,70,-3,8,79,190,401,398,406,480,469,52,47,83,0,0,0,30.38,27,26
12,2,1,3,15,157,8,322,2036,435,592,600,577,726,56,52,87,6,9,0,30.03,38,41
1,6,1,6,46,-4,9,300,1772,926,922,931,1106,1094,54,41,62,15,9,0,30.38,26,33
11,19,2,7,29,-3,38,348,2419,495,492,530,663,652,61,50,67,15,26,33,29.79,42,23
11,5,2,0,54,-5,12,290,1846,1005,1000,1012,1175,1162,54,49,83,15,13,0,30.0,24,33
11,9,6,6,69,154,53,77,262,613,767,820,690,836,58,52,81,1,3,0,30.06,40,22
1,19,7,3,47,-1,10,265,1589,549,548,558,694,685,53,37,55,10,8,0,30.13,29,35
11,2,6,8,36,-5,9,85,337,1105,1100,1109,1190,1177,62,33,34,15,7,0,30.02,19,35
1,11,6,1,71,10,20,135,679,1045,1055,1075,1180,1182,49,41,74,15,9,0,30.21,19,31
1,24,5,3,71,-4,17,139,679,1020,1016,1033,1159,1147,58,53,84,15,13,0,30.13,21,31
12,1,7,1,4,21,30,241,1504,915,936,966,1036,1049,58,50,75,10,15,26,29.85,24,29
12,24,2,3,3,-2,11,331,2139,650,648,659,801,791,52,40,63,16,8,0,29.89,36,27
1,17,5,8,18,8,20,170,967,1305,1313,1333,1415,1415,49,40,71,0,0,0,30.31,21,19
1,30,4,0,13,-4,11,352,2296,445,441,452,617,605,58,53,84,15,7,0,30.26,44,19
12,6,5,0,19,6,19,238,1464,1005,1011,1030,1123,1121,60,51,72,11,16,0,29.91,23,38
1,17,5,6,36,-10,24,97,337,360,350,374,457,439,42,38,85,9,3,0,30.28,26,26
12,20,5,6,66,125,26,87,192,584,709,735,671,788,55,49,80,4,3,0,30.16,39,29
11,8,5,1,33,54,25,410,2586,995,1049,1074,1225,1271,52,48,86,16,12,0,30.17,23,47
12,22,7,7,67,-8,32,103,447,402,394,426,505,489,53,50,89,3,12,0,29.69,51,33
12,11,3,8,36,8,14,85,337,1005,1013,1027,1090,1090,58,54,87,6,5,0,30.16,23,37
